,article_title,country,revision_id,article_quality,region,population
2997,Mohammad Ashouri Taziani,Iran,1175865575,Stub,SOUTH ASIA,89.2
2998,Mohammad Faghie,Iran,1228547380,Stub,SOUTH ASIA,89.2
2999,Mohammad Hadi Nejad Hosseinian,Iran,1245674858,Stub,SOUTH ASIA,89.2
3000,Mohammad Kabiri,Iran,1241927237,Stub,SOUTH ASIA,89.2
3001,Mohammad Reza Mokhber Dezfouli,Iran,1177725642,Stub,SOUTH ASIA,89.2
3002,Mohammad Saleh Meftah,Iran,1250753983,C,SOUTH ASIA,89.2
3003,Mohammad Shahcheraghi,Iran,1228962213,C,SOUTH ASIA,89.2
3004,Mohammad-Hadi Abdekhodaei,Iran,1225314849,Start,SOUTH ASIA,89.2
3005,Mohammad Mojabi,Iran,1128281165,Stub,SOUTH ASIA,89.2
3006,Mohammad Mokhber,Iran,1248412421,GA,SOUTH ASIA,89.2
3007,Mostafa Mesbahzadeh,Iran,1232632604,C,SOUTH ASIA,89.2
3008,Rasoul Movahedian,Iran,1140683216,Stub,SOUTH ASIA,89.2
3009,Majid Naseri Nejad,Iran,1228961030,Start,SOUTH ASIA,89.2
3010,Ali Mohammad Noorian,Iran,1158807810,Stub,SOUTH ASIA,89.2
3011,Ali Noorzad (politician),Iran,1203575507,Stub,SOUTH ASIA,89.2
3012,Ghodratollah Norouzi,Iran,1189153523,Stub,SOUTH ASIA,89.2
3013,Reza Nouri,Iran,1247253858,C,SOUTH ASIA,89.2
3014,Qasem Saedi,Iran,1228961037,Start,SOUTH ASIA,89.2
3015,Safdar Rahmat Abadi,Iran,1220293743,Start,SOUTH ASIA,89.2
3016,Valiollah Rostaminejad,Iran,905601335,Stub,SOUTH ASIA,89.2
3017,Shahabeddin Tabatabaei,Iran,1226059368,GA,SOUTH ASIA,89.2
3018,Hassan Shojaei Aliabadi,Iran,1234712624,Stub,SOUTH ASIA,89.2
3019,Soleiman Khan Meykadeh,Iran,1225810430,Stub,SOUTH ASIA,89.2
3020,Husayn Thabit,Iran,1237255469,Start,SOUTH ASIA,89.2
3021,Ahmad Toyserkani Ravari,Iran,1247958597,Start,SOUTH ASIA,89.2
3022,Ali Asghar Yousefnejad,Iran,1175865465,Stub,SOUTH ASIA,89.2
3023,Moussa Zargar,Iran,1177255264,Stub,SOUTH ASIA,89.2
3024,Abd al-Aziz al-Badri,Iraq,1244698603,Start,WESTERN ASIA,45.5
3025,Abd al-Ilah,Iraq,1250573208,C,WESTERN ASIA,45.5
3026,Abd-Allah ibn Aamir Hadhrami,Iraq,1171600163,Stub,WESTERN ASIA,45.5
3027,Ahmed Abdul-Ghafur,Iraq,1210659335,Stub,WESTERN ASIA,45.5
3028,Abdulsalam Abdullah,Iraq,1190495892,Stub,WESTERN ASIA,45.5
3029,Mazin Abu Kalal,Iraq,1097880283,Stub,WESTERN ASIA,45.5
3030,Ahmed Taha Abu Ragheef,Iraq,1243688277,Start,WESTERN ASIA,45.5
3031,Akeel Al Saffar,Iraq,1220967403,Stub,WESTERN ASIA,45.5
3032,Widad Akrawi,Iraq,1243875485,B,WESTERN ASIA,45.5
3033,Mouin AlKazmi,Iraq,1249037852,Stub,WESTERN ASIA,45.5
3034,Dia al-Asadi,Iraq,1221474604,Start,WESTERN ASIA,45.5
3035,Adnan al-Assadi,Iraq,1168509455,Start,WESTERN ASIA,45.5
3036,Atwan Al Atwani,Iraq,1249037890,Stub,WESTERN ASIA,45.5
3037,Abu Bakr al-Baghdadi,Iraq,1249134858,FA,WESTERN ASIA,45.5
3038,Mohammad Bahr al-Uloom,Iraq,1249029892,C,WESTERN ASIA,45.5
3039,Luis Caro Bandar,Iraq,1033782785,Stub,WESTERN ASIA,45.5
3040,Masrour Barzani,Iraq,1251077951,C,WESTERN ASIA,45.5
3041,Kamil Chadirji,Iraq,1219540809,C,WESTERN ASIA,45.5
3042,Daban Shadala,Iraq,1245547606,Start,WESTERN ASIA,45.5
3043,Menahem Saleh Daniel,Iraq,1219867674,Start,WESTERN ASIA,45.5
3044,Asaad Al Eidani,Iraq,1246633688,Start,WESTERN ASIA,45.5
3045,Sassoon Eskell,Iraq,1249038351,GA,WESTERN ASIA,45.5
3046,Qasim Al-Fahadawi,Iraq,1249029995,C,WESTERN ASIA,45.5
3047,Fakhri al-Tabaqchali,Iraq,1216429499,Stub,WESTERN ASIA,45.5
3048,Falih Al-Fayyadh,Iraq,1249037944,Start,WESTERN ASIA,45.5
3049,Mohammed Al-Ghabban,Iraq,1249037951,C,WESTERN ASIA,45.5
3050,Saadoun Ghaidan,Iraq,1151589987,Start,WESTERN ASIA,45.5
3051,Mohammed Hadid,Iraq,1247827426,C,WESTERN ASIA,45.5
3052,Rustam Haidar,Iraq,1248753664,GA,WESTERN ASIA,45.5
3053,Mohamed Al-Halbousi,Iraq,1249030002,C,WESTERN ASIA,45.5
3054,Ahmad Hardi,Iraq,1191190290,Start,WESTERN ASIA,45.5
3055,Hasan Turan (Iraqi politician),Iraq,1224035403,Stub,WESTERN ASIA,45.5
3056,'Abd al-Razzaq al-Hasani,Iraq,1238643436,Start,WESTERN ASIA,45.5
3057,Khairuddin Haseeb,Iraq,1213513908,Stub,WESTERN ASIA,45.5
3058,Mohammad Iqbal Omar,Iraq,1138228456,Start,WESTERN ASIA,45.5
3059,Jaafar al-Sadr,Iraq,1240391256,C,WESTERN ASIA,45.5
3060,Salim al-Jabouri,Iraq,1248173623,Start,WESTERN ASIA,45.5
3061,Dhia Jafar,Iraq,1243074707,C,WESTERN ASIA,45.5
3062,Iyad Jamal Al-Din,Iraq,1248657579,Start,WESTERN ASIA,45.5
3063,Jamal Baban,Iraq,1177303809,Start,WESTERN ASIA,45.5
3064,Jamil Abdul Wahab,Iraq,1100882600,Start,WESTERN ASIA,45.5
3065,Amin Farhan Jejo,Iraq,1209072211,Stub,WESTERN ASIA,45.5
3066,Ahmed Abdullah al-Jubouri,Iraq,1161592238,Start,WESTERN ASIA,45.5
3067,Muhammed Ibrahim al-Juraissey,Iraq,931452659,Stub,WESTERN ASIA,45.5
3068,Yousef al-Kalabi,Iraq,1249037984,Start,WESTERN ASIA,45.5
3069,Duraid Kashmoula,Iraq,1240165310,Stub,WESTERN ASIA,45.5
3070,Osama Youssef Kashmoula,Iraq,1235576309,Stub,WESTERN ASIA,45.5
3071,Khairi Al-Hindawi,Iraq,1215785334,C,WESTERN ASIA,45.5
3072,Hamid Rashid Maʽala,Iraq,1153831551,Stub,WESTERN ASIA,45.5
3073,Abbas Mahdi,Iraq,1033783405,Stub,WESTERN ASIA,45.5
3074,Mohammed Haji Mahmoud,Iraq,1249038259,Start,WESTERN ASIA,45.5
3075,George Mansour,Iraq,1214256596,Stub,WESTERN ASIA,45.5
3076,Fuad Masum,Iraq,1222274951,C,WESTERN ASIA,45.5
3077,Muhammad Jamil Al-Mayahi,Iraq,1177351824,Stub,WESTERN ASIA,45.5
3078,Muhammed Ali Mahmud,Iraq,1166288677,Start,WESTERN ASIA,45.5
3079,Mawlud Mukhlis,Iraq,1215706535,Start,WESTERN ASIA,45.5
3080,Tariq Najm,Iraq,1247028402,Start,WESTERN ASIA,45.5
3081,Majid al-Nasrawi,Iraq,1219358100,Stub,WESTERN ASIA,45.5
3082,Yahia Nasseri,Iraq,1207071815,Stub,WESTERN ASIA,45.5
3083,Atheel al-Nujaifi,Iraq,1240203288,Stub,WESTERN ASIA,45.5
3084,Saleh al-Ogaili,Iraq,1248161249,Stub,WESTERN ASIA,45.5
3085,Ali al-Qaradaghi,Iraq,1242783852,Start,WESTERN ASIA,45.5
3086,Gailan Ramiz,Iraq,1249038049,Start,WESTERN ASIA,45.5
3087,Suhaib al-Rawi,Iraq,1249030007,Start,WESTERN ASIA,45.5
3088,Rayan al-Kildani,Iraq,1250626131,GA,WESTERN ASIA,45.5
3089,Ahmed Abu Risha,Iraq,1240338355,GA,WESTERN ASIA,45.5
3090,Mowaffak al-Rubaie,Iraq,1239974488,Start,WESTERN ASIA,45.5
3091,Ma'ruf al-Rusafi,Iraq,1241586052,GA,WESTERN ASIA,45.5
3092,Ali Salih al-Sa'di,Iraq,1250777326,GA,WESTERN ASIA,45.5
3093,Abir Al-Sahlani,Iraq,1242838276,C,WESTERN ASIA,45.5
3094,Tahseen Said,Iraq,1243491065,Start,WESTERN ASIA,45.5
3095,Numan al-Samarrai,Iraq,1249038733,Stub,WESTERN ASIA,45.5
3096,Sargon Lazar Slewa,Iraq,1177357911,Stub,WESTERN ASIA,45.5
3097,Musa al-Shabandar,Iraq,1230605202,Start,WESTERN ASIA,45.5
3098,Ahmed Shibani,Iraq,1245504726,Stub,WESTERN ASIA,45.5
3099,Hussein al-Tahan,Iraq,1147928697,Stub,WESTERN ASIA,45.5
3100,Asaad Abu Gilel al-Taie,Iraq,1136401308,Stub,WESTERN ASIA,45.5
3101,Ali Al Tamimi,Iraq,1249038115,Stub,WESTERN ASIA,45.5
3102,Hani Abd Latif Tilfah,Iraq,1216673569,Stub,WESTERN ASIA,45.5
3103,Toma Tomas,Iraq,1235935722,Start,WESTERN ASIA,45.5
3104,Ahmed Uthman,Iraq,1213314881,C,WESTERN ASIA,45.5
3105,Ahmad Muhammad Yahya,Iraq,1137404867,Start,WESTERN ASIA,45.5
3106,Nabeel Yasin,Iraq,1187162446,Start,WESTERN ASIA,45.5
3107,Aziz Al-Yasiri,Iraq,1243357393,Start,WESTERN ASIA,45.5
3108,Tawfiq al-Yasiri,Iraq,1213227883,Stub,WESTERN ASIA,45.5
3109,Luay al-Yassiry,Iraq,1197387317,Stub,WESTERN ASIA,45.5
3110,Saleh Yousefi,Iraq,1220472335,Start,WESTERN ASIA,45.5
3111,Awni Yusuf,Iraq,1242444633,Stub,WESTERN ASIA,45.5
3112,Yusuf Salman Yusuf,Iraq,1250211819,C,WESTERN ASIA,45.5
3113,Abdul Karim Zaidan,Iraq,1247382115,Start,WESTERN ASIA,45.5
3114,Falah Hassan al-Zidan,Iraq,1187920845,Start,WESTERN ASIA,45.5
3115,Faleh al-Ziyadi,Iraq,1140359769,Stub,WESTERN ASIA,45.5
3116,Adnan al-Zurfi,Iraq,1249655896,Stub,WESTERN ASIA,45.5
3117,Semion Moshiashvili,Israel,1219759537,Start,WESTERN ASIA,9.8
3118,Shmuel Slavin,Israel,1208561573,C,WESTERN ASIA,9.8
3119,Alessandro Pernati di Momo,Italy,1220263642,Stub,SOUTHERN EUROPE,58.8
3120,Giuseppe Amadei,Italy,1177469902,Stub,SOUTHERN EUROPE,58.8
3121,Umberto Ambrosoli,Italy,1144171012,Stub,SOUTHERN EUROPE,58.8
3122,Andrea de' Pazzi,Italy,1184495020,Start,SOUTHERN EUROPE,58.8
3123,Giovanni Antonelli (archivist),Italy,1249157164,Start,SOUTHERN EUROPE,58.8
3124,Alfredo Arpaia,Italy,1174088484,Stub,SOUTHERN EUROPE,58.8
3125,Giovanni Battista Balbis,Italy,1189728520,Stub,SOUTHERN EUROPE,58.8
3126,Anton Giulio Barrili,Italy,1220684146,Stub,SOUTHERN EUROPE,58.8
3127,Alfonso Bartoli,Italy,1189244524,C,SOUTHERN EUROPE,58.8
3128,Giordano Bianchi Dottula,Italy,1227562744,Start,SOUTHERN EUROPE,58.8
3129,Teodorico Bonacci,Italy,1206348950,GA,SOUTHERN EUROPE,58.8
3130,Luigi Bossi Visconti,Italy,1226018161,Stub,SOUTHERN EUROPE,58.8
3131,Giovanni Bovara,Italy,1002536039,Start,SOUTHERN EUROPE,58.8
3132,Darko Bratina,Italy,1222522027,Start,SOUTHERN EUROPE,58.8
3133,Antonella Bundu,Italy,1156838079,Start,SOUTHERN EUROPE,58.8
3134,Niccolò di Buonaccorso,Italy,1214104286,Start,SOUTHERN EUROPE,58.8
3135,Marino Busdachin,Italy,1162770792,Start,SOUTHERN EUROPE,58.8
3136,Michele Caccavale,Italy,1174206322,Stub,SOUTHERN EUROPE,58.8
3137,Davide Caparini,Italy,1242294537,C,SOUTHERN EUROPE,58.8
3138,Viola Carofalo,Italy,1190198071,Start,SOUTHERN EUROPE,58.8
3139,Francesco Carrara (jurist),Italy,1215559544,Start,SOUTHERN EUROPE,58.8
3140,Enrico Cialdini,Italy,1223624365,Start,SOUTHERN EUROPE,58.8
3141,Michele Angelo Cianciulli,Italy,1185179221,Stub,SOUTHERN EUROPE,58.8
3142,"Luigi, Count Cibrario",Italy,1245300122,C,SOUTHERN EUROPE,58.8
3143,Stefano Colonna,Italy,1174210321,Stub,SOUTHERN EUROPE,58.8
3144,Piero Ginori Conti,Italy,1250783744,C,SOUTHERN EUROPE,58.8
3145,Alessandro Contini-Bonacossi,Italy,1222515774,Start,SOUTHERN EUROPE,58.8
3146,Cesare Correnti,Italy,1045556051,Start,SOUTHERN EUROPE,58.8
3147,Luca Coscioni,Italy,1248845393,B,SOUTHERN EUROPE,58.8
3148,Teodoro Cottrau,Italy,1221097725,Stub,SOUTHERN EUROPE,58.8
3149,Nicolò Crasso,Italy,1187990367,C,SOUTHERN EUROPE,58.8
3150,Giovanni Cuomo,Italy,1235107797,Start,SOUTHERN EUROPE,58.8
3151,Lucio D'Ubaldo,Italy,1215312553,Stub,SOUTHERN EUROPE,58.8
3152,Francesca Romana D'Antuono,Italy,1238093134,C,SOUTHERN EUROPE,58.8
3153,Marta Dassù,Italy,1212889106,Start,SOUTHERN EUROPE,58.8
3154,Philippe Daverio,Italy,1168519834,C,SOUTHERN EUROPE,58.8
3155,Antonio De Berti,Italy,1235074825,C,SOUTHERN EUROPE,58.8
3156,Simon Doria,Italy,1216799594,Start,SOUTHERN EUROPE,58.8
3157,Carlo Dossi,Italy,1242395503,C,SOUTHERN EUROPE,58.8
3158,Vincenzo Duplancich,Italy,1226765389,C,SOUTHERN EUROPE,58.8
3159,Emidio Agostinoni,Italy,1217618108,Start,SOUTHERN EUROPE,58.8
3160,Josip Ferfolja,Italy,1144472397,Start,SOUTHERN EUROPE,58.8
3161,Aldo Ferrabino,Italy,1244330314,Stub,SOUTHERN EUROPE,58.8
3162,Bruno Ferrante,Italy,1194193117,Stub,SOUTHERN EUROPE,58.8
3163,Carlo Filangieri,Italy,1229833190,C,SOUTHERN EUROPE,58.8
3164,Vincenzo Filonardi,Italy,1248587117,Start,SOUTHERN EUROPE,58.8
3165,Quirico Filopanti,Italy,1251114280,Start,SOUTHERN EUROPE,58.8
3166,Vittorio Fossombroni,Italy,1250763804,Start,SOUTHERN EUROPE,58.8
3167,Luigi Frari,Italy,1245788911,Start,SOUTHERN EUROPE,58.8
3168,Pompeo Gabrielli,Italy,1240207871,Start,SOUTHERN EUROPE,58.8
3169,Carlo Galli (political scientist),Italy,1223668374,Stub,SOUTHERN EUROPE,58.8
3170,Stefano Bruno Galli,Italy,1251075623,Stub,SOUTHERN EUROPE,58.8
3171,Ricciotti Garibaldi,Italy,1172266806,Start,SOUTHERN EUROPE,58.8
3172,Federico Gattorno,Italy,1189681460,Start,SOUTHERN EUROPE,58.8
3173,Michele Geraci,Italy,1227609480,C,SOUTHERN EUROPE,58.8
3174,Gaetano Gifuni,Italy,1245420013,Start,SOUTHERN EUROPE,58.8
3175,Carlo Ginori,Italy,901844540,Stub,SOUTHERN EUROPE,58.8
3176,Raffaello Giovagnoli,Italy,1167879958,C,SOUTHERN EUROPE,58.8
3177,Nerio Giovanazzi,Italy,1175182038,Stub,SOUTHERN EUROPE,58.8
3178,Carlo Ignazio Giulio,Italy,1226028049,Stub,SOUTHERN EUROPE,58.8
3179,Giuseppe di Stefano Paternó,Italy,1227449629,GA,SOUTHERN EUROPE,58.8
3180,Giuseppe Giovanni Pietro Alberganti,Italy,1184074034,Start,SOUTHERN EUROPE,58.8
3181,Osvaldo Gnocchi-Viani,Italy,1193589413,C,SOUTHERN EUROPE,58.8
3182,Michele Gortani,Italy,1244408098,Start,SOUTHERN EUROPE,58.8
3183,Giuseppe Govone,Italy,1240175269,C,SOUTHERN EUROPE,58.8
3184,Filippo Antonio Gualterio (senator),Italy,1242469928,Start,SOUTHERN EUROPE,58.8
3185,Francesco Domenico Guerrazzi,Italy,1238499858,C,SOUTHERN EUROPE,58.8
3186,Guglielmo de' Pazzi,Italy,1238564711,Start,SOUTHERN EUROPE,58.8
3187,Umberto Klinger,Italy,1162528236,C,SOUTHERN EUROPE,58.8
3188,Luigi Porro Lambertenghi,Italy,1081453534,Start,SOUTHERN EUROPE,58.8
3189,Enzo Lauretta,Italy,1232452723,Start,SOUTHERN EUROPE,58.8
3190,Monaldo Leopardi,Italy,1237262288,C,SOUTHERN EUROPE,58.8
3191,David Levi (Italy),Italy,1216755182,Start,SOUTHERN EUROPE,58.8
3192,Giovanni Lilliu,Italy,1243423283,Start,SOUTHERN EUROPE,58.8
3193,Alessandrina Lonardo,Italy,1212915131,Stub,SOUTHERN EUROPE,58.8
3194,Andrea Maffei,Italy,1220326043,Start,SOUTHERN EUROPE,58.8
3195,Mario Maiolo,Italy,1083730536,Stub,SOUTHERN EUROPE,58.8
3196,Manfredo Manfredi,Italy,1240578936,Stub,SOUTHERN EUROPE,58.8
3197,Elena Marinucci,Italy,1211172540,Start,SOUTHERN EUROPE,58.8
3198,Filippo Mariotti,Italy,1249993799,Stub,SOUTHERN EUROPE,58.8
3199,Manuel Marliani,Italy,1225503688,Stub,SOUTHERN EUROPE,58.8
3200,Vincenzo Massilla,Italy,1185190847,Start,SOUTHERN EUROPE,58.8
3201,Mauro D'Attis,Italy,1183619465,Start,SOUTHERN EUROPE,58.8
3202,Francesco Melzi d'Eril,Italy,1233968174,Start,SOUTHERN EUROPE,58.8
3203,Enrico Millo,Italy,1240175998,Start,SOUTHERN EUROPE,58.8
3204,Rosanna Minozzi,Italy,1244868290,Stub,SOUTHERN EUROPE,58.8
3205,Antonio Misiani,Italy,1237110647,C,SOUTHERN EUROPE,58.8
3206,Giuseppe Montanelli,Italy,1238499736,Start,SOUTHERN EUROPE,58.8
3207,Bonincontro Morigia,Italy,1179520102,Start,SOUTHERN EUROPE,58.8
3208,Maria Celeste Nardini,Italy,1182873094,Stub,SOUTHERN EUROPE,58.8
3209,Sarina Nathan,Italy,1219721377,C,SOUTHERN EUROPE,58.8
3210,Diotisalvi Neroni,Italy,1241401796,Stub,SOUTHERN EUROPE,58.8
3211,Ludovico Nogarola,Italy,1200149359,Start,SOUTHERN EUROPE,58.8
3212,Vito Nunziante,Italy,1229548831,B,SOUTHERN EUROPE,58.8
3213,Oldrado da Tresseno,Italy,1041518550,Stub,SOUTHERN EUROPE,58.8
3214,Mario Oriani-Ambrosini,Italy,1218079952,C,SOUTHERN EUROPE,58.8
3215,Ferdinando Palasciano,Italy,1217687661,Start,SOUTHERN EUROPE,58.8
3216,Pietro Paleocapa,Italy,1196123355,Start,SOUTHERN EUROPE,58.8
3217,Bartolomeo Panciatichi,Italy,1052735553,Start,SOUTHERN EUROPE,58.8
3218,Maffeo Pantaleoni,Italy,1240551123,Start,SOUTHERN EUROPE,58.8
3219,Renzo Patria,Italy,1109586417,Stub,SOUTHERN EUROPE,58.8
3220,Renato de' Pazzi,Italy,1178270671,Start,SOUTHERN EUROPE,58.8
3221,Bartolo Pellegrino,Italy,1233899759,Stub,SOUTHERN EUROPE,58.8
3222,Giuseppe Perrucchetti,Italy,1224554137,Start,SOUTHERN EUROPE,58.8
3223,Pandolfo Petrucci,Italy,1244701094,C,SOUTHERN EUROPE,58.8
3224,Vittorio Pezzuto,Italy,1248530062,Start,SOUTHERN EUROPE,58.8
3225,Augusto Pierantoni,Italy,1226945067,Start,SOUTHERN EUROPE,58.8
3226,Giancarlo Pittelli,Italy,1225864190,Stub,SOUTHERN EUROPE,58.8
3227,Luigi Pizzardi,Italy,1240419143,Stub,SOUTHERN EUROPE,58.8
3228,Gennaro Placco,Italy,1211247566,Start,SOUTHERN EUROPE,58.8
3229,Stefano Porcari,Italy,1197985031,Start,SOUTHERN EUROPE,58.8
3230,Giovanni Puoti,Italy,1227318144,Start,SOUTHERN EUROPE,58.8
3231,Renzo Rabellino,Italy,1132984121,Start,SOUTHERN EUROPE,58.8
3232,Ercole Ricotti,Italy,1179348918,Stub,SOUTHERN EUROPE,58.8
3233,Roberto di Ridolfo,Italy,1171276409,Start,SOUTHERN EUROPE,58.8
3234,Italo Righi,Italy,1242868787,Stub,SOUTHERN EUROPE,58.8
3235,Arnaldo Rivera,Italy,1116307213,C,SOUTHERN EUROPE,58.8
3236,Carlo Romussi,Italy,1199074733,Start,SOUTHERN EUROPE,58.8
3237,Francesco Saverio Salfi,Italy,1212517656,C,SOUTHERN EUROPE,58.8
3238,Aurelio Saliceti,Italy,1225180530,Stub,SOUTHERN EUROPE,58.8
3239,Coluccio Salutati,Italy,1208072184,C,SOUTHERN EUROPE,58.8
3240,Riccardo Sarfatti,Italy,1249136575,Start,SOUTHERN EUROPE,58.8
3241,Pandolfo Savelli,Italy,1185924627,Stub,SOUTHERN EUROPE,58.8
3242,Bartolomeo Scala,Italy,1226044880,Stub,SOUTHERN EUROPE,58.8
3243,Salvatore Senese,Italy,1211668442,Stub,SOUTHERN EUROPE,58.8
3244,Piero Soderini,Italy,1241554138,Start,SOUTHERN EUROPE,58.8
3245,Giorgio Sonnino,Italy,1114835603,Stub,SOUTHERN EUROPE,58.8
3246,Domenico Spanò Bolani,Italy,1204370985,Stub,SOUTHERN EUROPE,58.8
3247,Nicola Squitti,Italy,1241078027,Start,SOUTHERN EUROPE,58.8
3248,Francesco Saverio Starrabba Barbera,Italy,1182568902,Start,SOUTHERN EUROPE,58.8
3249,Dieter Steger,Italy,1230317226,Stub,SOUTHERN EUROPE,58.8
3250,Filippo Strozzi the Elder,Italy,1178520734,Start,SOUTHERN EUROPE,58.8
3251,Alberto Tarchiani,Italy,1238108211,Start,SOUTHERN EUROPE,58.8
3252,Rinaldo Taverna,Italy,1231095587,Stub,SOUTHERN EUROPE,58.8
3253,Carlo Tivaroni,Italy,1187024057,Start,SOUTHERN EUROPE,58.8
3254,Massimo Tononi,Italy,1147948912,Start,SOUTHERN EUROPE,58.8
3255,Tosca Bucarelli Martini,Italy,1240581723,C,SOUTHERN EUROPE,58.8
3256,Lanfranco Turci,Italy,1122151779,Stub,SOUTHERN EUROPE,58.8
3257,Giuseppe Vatinno,Italy,1230870596,Start,SOUTHERN EUROPE,58.8
3258,Francesco I Ventimiglia,Italy,1148195617,Start,SOUTHERN EUROPE,58.8
3259,Pasquale Villari,Italy,1245488491,C,SOUTHERN EUROPE,58.8
3260,Ingo della Volta,Italy,1249845428,Start,SOUTHERN EUROPE,58.8
3261,Giacomo Vuxani,Italy,1236574917,Start,SOUTHERN EUROPE,58.8
3262,William of Capparone,Italy,1243032688,Start,SOUTHERN EUROPE,58.8
3263,Michele Zanche,Italy,1218766336,C,SOUTHERN EUROPE,58.8
3264,Riccardo Zanella,Italy,1222692144,Start,SOUTHERN EUROPE,58.8
3265,Angelo Ziccardi,Italy,1211668279,Stub,SOUTHERN EUROPE,58.8
3266,Leopoldo Zunini,Italy,1108571793,Stub,SOUTHERN EUROPE,58.8
3267,Étienne Djaument,Cote d'Ivoire,1177650338,Stub,WESTERN AFRICA,30.9
3268,Loubo Augustin Djessou,Cote d'Ivoire,1233127381,Stub,WESTERN AFRICA,30.9
3269,Laurent Dona Fologo,Cote d'Ivoire,1128478844,Stub,WESTERN AFRICA,30.9
3270,Michel Gueu,Cote d'Ivoire,1219746004,C,WESTERN AFRICA,30.9
3271,Rachel Keke,Cote d'Ivoire,1242252505,C,WESTERN AFRICA,30.9
3272,Marcel Zadi Kessy,Cote d'Ivoire,1171961445,Start,WESTERN AFRICA,30.9
3273,Marie Koré,Cote d'Ivoire,1230836674,Start,WESTERN AFRICA,30.9
3274,Jeanne Adjoua Peuhmond,Cote d'Ivoire,1241442519,Stub,WESTERN AFRICA,30.9
3275,Anne-Marie Essy Raggi,Cote d'Ivoire,1225716737,Start,WESTERN AFRICA,30.9
3276,Sékou Sanogo,Cote d'Ivoire,1229953035,Stub,WESTERN AFRICA,30.9
3277,Toshiyuki Adachi,Japan,1179324035,Start,EAST ASIA,124.5
3278,Akimasa Suzuki,Japan,1216495854,Start,EAST ASIA,124.5
3279,Masatoshi Akimoto,Japan,1245809164,Start,EAST ASIA,124.5
3280,Kōzō Akino,Japan,1189142290,Start,EAST ASIA,124.5
3281,Masayuki Aoyama,Japan,1099244351,Start,EAST ASIA,124.5
3282,Chiharu Araki,Japan,1173106315,Stub,EAST ASIA,124.5
3283,Asako Okai,Japan,1250373190,C,EAST ASIA,124.5
3284,Atsushi Suzuki,Japan,1250934472,Start,EAST ASIA,124.5
3285,Bak Jungyang,Japan,1215565447,C,EAST ASIA,124.5
3286,Usaburō Chisaki III,Japan,1231674799,Stub,EAST ASIA,124.5
3287,Date Munenari,Japan,1220407888,C,EAST ASIA,124.5
3288,Naohiro Dōgakinai,Japan,999738906,Stub,EAST ASIA,124.5
3289,Fujiwara no Yoshikado,Japan,1153221879,Start,EAST ASIA,124.5
3290,Genrō,Japan,1248214030,Start,EAST ASIA,124.5
3291,Hajime Seki,Japan,1221342540,Start,EAST ASIA,124.5
3292,Masakazu Hamachi,Japan,1188409346,Stub,EAST ASIA,124.5
3293,Satoshi Hamada,Japan,1234652966,Start,EAST ASIA,124.5
3294,Daijiro Hashimoto,Japan,1181162825,Stub,EAST ASIA,124.5
3295,Hayami Seiji,Japan,1223401371,Stub,EAST ASIA,124.5
3296,Takanori Hayashi,Japan,1188379975,Stub,EAST ASIA,124.5
3297,Jon Heese,Japan,1224247296,Start,EAST ASIA,124.5
3298,Hideyuki Yokoyama,Japan,1248031733,Stub,EAST ASIA,124.5
3299,Makoto Hirayama,Japan,1195002566,Start,EAST ASIA,124.5
3300,Hisato Ichimada,Japan,1243516307,Start,EAST ASIA,124.5
3301,Ichita Kobashi,Japan,1189303646,Start,EAST ASIA,124.5
3302,Seiichi Ikehata,Japan,1183432859,Stub,EAST ASIA,124.5
3303,Keiichi Inamine,Japan,1227854320,Stub,EAST ASIA,124.5
3304,Toshio Irie (civil servant),Japan,1239770151,Stub,EAST ASIA,124.5
3305,Shinji Ishimaru,Japan,1246380723,C,EAST ASIA,124.5
3306,Kiyoharu Ishiwata,Japan,1238651325,Stub,EAST ASIA,124.5
3307,Iwakura Tomomi,Japan,1230191168,C,EAST ASIA,124.5
3308,Kabayama Aisuke,Japan,1171238568,Start,EAST ASIA,124.5
3309,Kamata Eikichi,Japan,1138726038,C,EAST ASIA,124.5
3310,Sohei Kamiya,Japan,1250934114,GA,EAST ASIA,124.5
3311,Katsutoshi Kaneda,Japan,1227857563,Stub,EAST ASIA,124.5
3312,Makoto Katamine,Japan,1195321944,Stub,EAST ASIA,124.5
3313,Katsu Kaishū,Japan,1235728685,C,EAST ASIA,124.5
3314,Kido Takayoshi,Japan,1226189780,C,EAST ASIA,124.5
3315,Kim Gap-sun,Japan,1251047486,Stub,EAST ASIA,124.5
3316,Kōki Kobayashi,Japan,1186829134,Stub,EAST ASIA,124.5
3317,Komatsu Kiyokado,Japan,1063039451,Start,EAST ASIA,124.5
3318,Oguri Kozukenosuke,Japan,1249804085,C,EAST ASIA,124.5
3319,Kimiko Kurihara,Japan,1189081014,Stub,EAST ASIA,124.5
3320,Shinichiro Kurimoto,Japan,1243242066,Start,EAST ASIA,124.5
3321,Yukio Kurita,Japan,1238420392,Stub,EAST ASIA,124.5
3322,Hiroshi Kuwashima,Japan,1239571480,Stub,EAST ASIA,124.5
3323,Lecca (singer),Japan,1227861844,Stub,EAST ASIA,124.5
3324,Kingo Machimura,Japan,1227862133,Stub,EAST ASIA,124.5
3325,Maeda Gen'i,Japan,1191535758,Start,EAST ASIA,124.5
3326,Hiroshi Maruyama,Japan,1143966734,Stub,EAST ASIA,124.5
